query_id,gt_query,gt_answer,transformed_query,difficulty_level,original_category,transformed_query_difficulty,transformed_query_strategy,case_no,court,date,subcategory,reference_rules,cosine_similarity,cosine_distance,euclidean_similarity,euclidean_distance,manhattan_similarity,manhattan_distance,dot_product,l2_norm_similarity,l2_norm_distance,length_difference,word_count_difference
difficulty_10_doc_5,위헌제청신청을 기각하는 결정에 대하여는 민사소송에 의한 항고나 재항고를 할 수 있는가?,원본 답변 정보 없음,위헌제청신청을 기각하는 결정에 대해 민사소송으로 항고할 수 있나요?,10,민사,INTRODUCTORY,사실관계 이해,93그34,대법원,1993-08-25,위헌제청,"가.나. 헌법 제111조 제1항 제1호 가. 헌법재판소법 제41조 제4항 / 민사소송법 제409조, 제412조 나. 같은 법 제420조",0.9620278810605105,0.037972118939489485,0.7839554554006084,0.2755826789788596,0.06690952553569544,13.945555090904236,0.9620404412255681,0.7839554554006084,0.2755826789788596,11,3
difficulty_1_doc_6,"등기부취득시효에 있어서 선의·무과실은 등기에 관한 것이 아니고 점유의 취득에 관한 것이므로, 등기경료 이전부터 점유를 하여 온 경우에는 그 점유개시 당시를 기준으로 그 점유의 개시에 과실이 없었는지 여부에 관하여 심리판단하여야 하나요?",원본 답변 정보 없음,"징발재산의 매수결정에 따라 소유권이전등기가 경료된 경우, 등기부취득시효의 성립을 위해 피고가 선의·무과실의 요건을 충족해야 하는 시점은 언제인가요?",1,민사,INTERMEDIATE,법리 해석,93다28089,대법원,1994-11-11,소유권이전등기,가.다. 민법 제245조 제2항 나. 징발재산정리에관한특별조치법 제6조 / 민법 제187조,0.7420584082497663,0.2579415917502337,0.5819849062302472,0.7182576202489621,0.02688333904968817,36.197760224342346,0.7420739798767357,0.5819849062302472,0.7182576202489621,49,14
difficulty_2_doc_6,"등기부취득시효에 있어서 선의·무과실은 등기에 관한 것이 아니고 점유의 취득에 관한 것이므로, 등기경료 이전부터 점유를 하여 온 경우에는 그 점유개시 당시를 기준으로 그 점유의 개시에 과실이 없었는지 여부에 관하여 심리판단하여야 하나요?",원본 답변 정보 없음,"징발재산의 매수와 관련하여 소유권이전등기가 경료된 경우, 등기부취득시효가 성립하기 위해 필요한 선의·무과실의 판단 기준은 무엇인가요?",2,민사,INTERMEDIATE,법리 해석,93다28089,대법원,1994-11-11,소유권이전등기,가.다. 민법 제245조 제2항 나. 징발재산정리에관한특별조치법 제6조 / 민법 제187조,0.7605012237963135,0.23949877620368654,0.5909828030522276,0.6920966140390818,0.02782874571272483,34.93406653404236,0.7605014946490485,0.5909828030522276,0.6920966140390818,57,16
difficulty_3_doc_6,"등기부취득시효에 있어서 선의·무과실은 등기에 관한 것이 아니고 점유의 취득에 관한 것이므로, 등기경료 이전부터 점유를 하여 온 경우에는 그 점유개시 당시를 기준으로 그 점유의 개시에 과실이 없었는지 여부에 관하여 심리판단하여야 하나요?",원본 답변 정보 없음,"징발된 토지의 소유권이전등기가 무효가 된 경우, 등기부취득시효가 성립하려면 어떤 조건이 필요한가요?",3,민사,INTERMEDIATE,법리 해석,93다28089,대법원,1994-11-11,소유권이전등기,가.다. 민법 제245조 제2항 나. 징발재산정리에관한특별조치법 제6조 / 민법 제187조,0.6446005536468213,0.35539944635317866,0.5425663958573904,0.8430923987095632,0.02292387092504422,42.62265008687973,0.644605904195835,0.5425663958573904,0.8430923987095632,76,19
difficulty_4_doc_6,"등기부취득시효에 있어서 선의·무과실은 등기에 관한 것이 아니고 점유의 취득에 관한 것이므로, 등기경료 이전부터 점유를 하여 온 경우에는 그 점유개시 당시를 기준으로 그 점유의 개시에 과실이 없었는지 여부에 관하여 심리판단하여야 하나요?",원본 답변 정보 없음,"징발된 토지의 소유권을 국가가 취득할 때, 매수대금을 법정 기한 내에 공탁하지 않으면 소유권이 원래 주인에게 돌아가나요?",4,민사,INTERMEDIATE,법리 해석,93다28089,대법원,1994-11-11,소유권이전등기,가.다. 민법 제245조 제2항 나. 징발재산정리에관한특별조치법 제6조 / 민법 제187조,0.43725212987191064,0.5627478701280894,0.48522387043945264,1.060904380269524,0.01845874815013312,53.17485475540161,0.43726081813871076,0.48522387043945264,1.060904380269524,64,14
difficulty_5_doc_6,"등기부취득시효에 있어서 선의·무과실은 등기에 관한 것이 아니고 점유의 취득에 관한 것이므로, 등기경료 이전부터 점유를 하여 온 경우에는 그 점유개시 당시를 기준으로 그 점유의 개시에 과실이 없었는지 여부에 관하여 심리판단하여야 하나요?",원본 답변 정보 없음,"징발재산의 매수결정에 따라 소유권이전등기가 경료된 경우, 민법 제187조에 의한 등기 없이 소유권을 취득할 수 있는지 여부를 설명하시오.",5,민사,ADVANCED,법리 해석,93다28089,대법원,1994-11-11,소유권이전등기,가.다. 민법 제245조 제2항 나. 징발재산정리에관한특별조치법 제6조 / 민법 제187조,0.5658557480372,0.43414425196280004,0.5176443381316269,0.9318283352801191,0.02080386041468163,47.06800180673599,0.5658658769318947,0.5176443381316269,0.9318283352801191,55,13
difficulty_6_doc_6,"등기부취득시효에 있어서 선의·무과실은 등기에 관한 것이 아니고 점유의 취득에 관한 것이므로, 등기경료 이전부터 점유를 하여 온 경우에는 그 점유개시 당시를 기준으로 그 점유의 개시에 과실이 없었는지 여부에 관하여 심리판단하여야 하나요?",원본 답변 정보 없음,"징발재산의 매수결정이 이루어진 후, 매수대금 공탁이 법정 기한을 넘긴 경우 소유권이 원고에게 환원될 수 있는지 설명하세요.",6,민사,INTERMEDIATE,법리 해석,93다28089,대법원,1994-11-11,소유권이전등기,가.다. 민법 제245조 제2항 나. 징발재산정리에관한특별조치법 제6조 / 민법 제187조,0.42735101064578485,0.5726489893542152,0.4830471358006614,1.070191345493598,0.018153071743842956,54.08709567785263,0.4273553156007992,0.4830471358006614,1.070191345493598,63,14
difficulty_7_doc_6,"등기부취득시효에 있어서 선의·무과실은 등기에 관한 것이 아니고 점유의 취득에 관한 것이므로, 등기경료 이전부터 점유를 하여 온 경우에는 그 점유개시 당시를 기준으로 그 점유의 개시에 과실이 없었는지 여부에 관하여 심리판단하여야 하나요?",원본 답변 정보 없음,"징발재산을 매수한 후 소유권이전등기를 했는데, 매수대금을 법정 기한 내에 공탁하지 못한 경우, 소유권은 어떻게 되나요?",7,민사,INTERMEDIATE,법리 해석,93다28089,대법원,1994-11-11,소유권이전등기,가.다. 민법 제245조 제2항 나. 징발재산정리에관한특별조치법 제6조 / 민법 제187조,0.48853252092734323,0.5114674790726568,0.4971649316601118,1.0114049409334702,0.019203370193520104,51.07419270277023,0.48853490707196556,0.4971649316601118,1.0114049409334702,65,15
difficulty_8_doc_6,"등기부취득시효에 있어서 선의·무과실은 등기에 관한 것이 아니고 점유의 취득에 관한 것이므로, 등기경료 이전부터 점유를 하여 온 경우에는 그 점유개시 당시를 기준으로 그 점유의 개시에 과실이 없었는지 여부에 관하여 심리판단하여야 하나요?",원본 답변 정보 없음,"피고가 토지를 매수하고 소유권을 이전받았는데, 매수대금을 늦게 냈다면 소유권은 어떻게 되나요?",8,민사,INTRODUCTORY,사실관계 이해,93다28089,대법원,1994-11-11,소유권이전등기,가.다. 민법 제245조 제2항 나. 징발재산정리에관한특별조치법 제6조 / 민법 제187조,0.44529577029726153,0.5547042297027385,0.48702236459161696,1.0532937965559968,0.0182772652458245,53.71278041601181,0.4453035420174061,0.48702236459161696,1.0532937965559968,79,19
difficulty_9_doc_6,"등기부취득시효에 있어서 선의·무과실은 등기에 관한 것이 아니고 점유의 취득에 관한 것이므로, 등기경료 이전부터 점유를 하여 온 경우에는 그 점유개시 당시를 기준으로 그 점유의 개시에 과실이 없었는지 여부에 관하여 심리판단하여야 하나요?",원본 답변 정보 없음,왜 피고는 토지를 사서 자기 이름으로 등록했는데도 문제가 생겼을까요?,9,민사,INTRODUCTORY,사실관계 이해,93다28089,대법원,1994-11-11,소유권이전등기,가.다. 민법 제245조 제2항 나. 징발재산정리에관한특별조치법 제6조 / 민법 제187조,0.4230606938594771,0.5769393061405229,0.4821165588113086,1.0741872099675824,0.01806296025200465,54.36191111803055,0.42306052876318745,0.4821165588113086,1.0741872099675824,93,21
difficulty_10_doc_6,"등기부취득시효에 있어서 선의·무과실은 등기에 관한 것이 아니고 점유의 취득에 관한 것이므로, 등기경료 이전부터 점유를 하여 온 경우에는 그 점유개시 당시를 기준으로 그 점유의 개시에 과실이 없었는지 여부에 관하여 심리판단하여야 하나요?",원본 답변 정보 없음,"피고가 토지를 사서 이름을 바꿨는데, 돈을 늦게 내서 원래 주인에게 다시 돌아갔어요. 이게 맞는 걸까요?",10,민사,INTRODUCTORY,사실관계 이해,93다28089,대법원,1994-11-11,소유권이전등기,가.다. 민법 제245조 제2항 나. 징발재산정리에관한특별조치법 제6조 / 민법 제187조,0.3493736379088811,0.6506263620911189,0.4671329999770086,1.1407179540927705,0.017157202622983748,57.28455966711044,0.34936953714980135,0.4671329999770086,1.1407179540927705,73,15
difficulty_1_doc_7,기업체의 대규모 분식회계사실을 밝히지 못한 외부감사인의 회계감사상의 과실과 투자자의 기업체 발행 기업어음 매입행위 사이에 인과관계가 인정되나요?,원본 답변 정보 없음,"외부감사인의 회계감사 결과가 허위로 기재된 경우, 해당 감사보고서와 이를 기반으로 한 기업어음 매입 사이에 인과관계가 성립할 수 있는 법적 근거는 무엇인가요?",1,민사,ADVANCED,법리 해석,2007다90647,대법원,2008-06-26,손해배상,"[1] 민법 제750조, 주식회사의 외부감사에 관한 법률 제2조, 제7조의2, 제17조 제2항 [2] 민법 제393조, 제750조, 제763조, 주식회사의 외부감사에 관한 법률 제17조 제2항, 증권거래법(2007. 8. 3. 자본시장과 금융투자업에 관한 법률 부칙 제2조 제1호로 폐지) 제15조, 제197조 제2항",0.7227036007879608,0.2772963992120392,0.5731040548020833,0.7448838332601604,0.025725502856456237,37.871932089328766,0.7230411676125357,0.5731040548020833,0.7448838332601604,8,5
difficulty_2_doc_7,기업체의 대규모 분식회계사실을 밝히지 못한 외부감사인의 회계감사상의 과실과 투자자의 기업체 발행 기업어음 매입행위 사이에 인과관계가 인정되나요?,원본 답변 정보 없음,외부감사인의 회계감사 결과가 기업의 신용등급평가에 미치는 영향은 무엇인가요?,2,민사,BASIC,사실관계 이해,2007다90647,대법원,2008-06-26,손해배상,"[1] 민법 제750조, 주식회사의 외부감사에 관한 법률 제2조, 제7조의2, 제17조 제2항 [2] 민법 제393조, 제750조, 제763조, 주식회사의 외부감사에 관한 법률 제17조 제2항, 증권거래법(2007. 8. 3. 자본시장과 금융투자업에 관한 법률 부칙 제2조 제1호로 폐지) 제15조, 제197조 제2항",0.5349030222464599,0.4650969777535401,0.5090172909983345,0.9645698047677363,0.02022345500603058,48.447535037994385,0.5350185782971266,0.5090172909983345,0.9645698047677363,38,8
difficulty_3_doc_7,기업체의 대규모 분식회계사실을 밝히지 못한 외부감사인의 회계감사상의 과실과 투자자의 기업체 발행 기업어음 매입행위 사이에 인과관계가 인정되나요?,원본 답변 정보 없음,외부감사인의 회계감사 결과가 기업어음 매입에 미치는 영향은 무엇인가요?,3,민사,INTERMEDIATE,사실관계 이해,2007다90647,대법원,2008-06-26,손해배상,"[1] 민법 제750조, 주식회사의 외부감사에 관한 법률 제2조, 제7조의2, 제17조 제2항 [2] 민법 제393조, 제750조, 제763조, 주식회사의 외부감사에 관한 법률 제17조 제2항, 증권거래법(2007. 8. 3. 자본시장과 금융투자업에 관한 법률 부칙 제2조 제1호로 폐지) 제15조, 제197조 제2항",0.6619399108964528,0.33806008910354723,0.5487661355304959,0.8222698801071122,0.02381623297912567,40.988168358802795,0.6619473016450712,0.5487661355304959,0.8222698801071122,41,8
difficulty_4_doc_7,기업체의 대규모 분식회계사실을 밝히지 못한 외부감사인의 회계감사상의 과실과 투자자의 기업체 발행 기업어음 매입행위 사이에 인과관계가 인정되나요?,원본 답변 정보 없음,"외부감사인이 기업의 재무제표를 잘못 감사했을 때, 투자자가 그 기업의 어음을 사는 것에 어떤 영향을 미칠 수 있을까요?",4,민사,INTERMEDIATE,사실관계 이해,2007다90647,대법원,2008-06-26,손해배상,"[1] 민법 제750조, 주식회사의 외부감사에 관한 법률 제2조, 제7조의2, 제17조 제2항 [2] 민법 제393조, 제750조, 제763조, 주식회사의 외부감사에 관한 법률 제17조 제2항, 증권거래법(2007. 8. 3. 자본시장과 금융투자업에 관한 법률 부칙 제2조 제1호로 폐지) 제15조, 제197조 제2항",0.610509744954129,0.389490255045871,0.5311457339611059,0.8827224546121024,0.021925169269484564,44.60968208312988,0.6106809205574848,0.5311457339611059,0.8827224546121024,14,1
difficulty_5_doc_7,기업체의 대규모 분식회계사실을 밝히지 못한 외부감사인의 회계감사상의 과실과 투자자의 기업체 발행 기업어음 매입행위 사이에 인과관계가 인정되나요?,원본 답변 정보 없음,"외부감사인의 회계감사 결과가 허위로 기재된 경우, 투자자가 해당 기업의 기업어음을 매입함으로써 입은 손해에 대해 외부감사인에게 손해배상을 청구할 수 있는 법적 근거는 무엇인가요?",5,민사,ADVANCED,법리 해석,2007다90647,대법원,2008-06-26,손해배상,"[1] 민법 제750조, 주식회사의 외부감사에 관한 법률 제2조, 제7조의2, 제17조 제2항 [2] 민법 제393조, 제750조, 제763조, 주식회사의 외부감사에 관한 법률 제17조 제2항, 증권거래법(2007. 8. 3. 자본시장과 금융투자업에 관한 법률 부칙 제2조 제1호로 폐지) 제15조, 제197조 제2항",0.6968990808608666,0.3031009191391334,0.5621619494876415,0.7788468268110413,0.024841788554713133,39.2547504901886,0.6973595336569325,0.5621619494876415,0.7788468268110413,19,6
difficulty_6_doc_7,기업체의 대규모 분식회계사실을 밝히지 못한 외부감사인의 회계감사상의 과실과 투자자의 기업체 발행 기업어음 매입행위 사이에 인과관계가 인정되나요?,원본 답변 정보 없음,외부감사인의 회계감사 결과가 기업의 신용등급평가에 미치는 영향은 무엇인가요?,6,민사,INTERMEDIATE,사실관계 이해,2007다90647,대법원,2008-06-26,손해배상,"[1] 민법 제750조, 주식회사의 외부감사에 관한 법률 제2조, 제7조의2, 제17조 제2항 [2] 민법 제393조, 제750조, 제763조, 주식회사의 외부감사에 관한 법률 제17조 제2항, 증권거래법(2007. 8. 3. 자본시장과 금융투자업에 관한 법률 부칙 제2조 제1호로 폐지) 제15조, 제197조 제2항",0.5349739614560158,0.46502603854398417,0.5090136370423988,0.9645839074380322,0.020222558047926525,48.44972825050354,0.5351867979586586,0.5090136370423988,0.9645839074380322,38,8
difficulty_7_doc_7,기업체의 대규모 분식회계사실을 밝히지 못한 외부감사인의 회계감사상의 과실과 투자자의 기업체 발행 기업어음 매입행위 사이에 인과관계가 인정되나요?,원본 답변 정보 없음,"외부감사인이 기업의 재무제표를 잘못 감사하여 투자자가 손해를 입었을 때, 그 감사인의 책임은 어떻게 결정되나요?",7,민사,INTERMEDIATE,법리 해석,2007다90647,대법원,2008-06-26,손해배상,"[1] 민법 제750조, 주식회사의 외부감사에 관한 법률 제2조, 제7조의2, 제17조 제2항 [2] 민법 제393조, 제750조, 제763조, 주식회사의 외부감사에 관한 법률 제17조 제2항, 증권거래법(2007. 8. 3. 자본시장과 금융투자업에 관한 법률 부칙 제2조 제1호로 폐지) 제15조, 제197조 제2항",0.6047475505452957,0.3952524494547043,0.5292686147607655,0.889399771894673,0.02163926740792579,45.212285339832306,0.6051507438051118,0.5292686147607655,0.889399771894673,18,2
difficulty_8_doc_7,기업체의 대규모 분식회계사실을 밝히지 못한 외부감사인의 회계감사상의 과실과 투자자의 기업체 발행 기업어음 매입행위 사이에 인과관계가 인정되나요?,원본 답변 정보 없음,왜 기업의 재무제표와 감사보고서는 중요한가요?,8,민사,INTRODUCTORY,사실관계 이해,2007다90647,대법원,2008-06-26,손해배상,"[1] 민법 제750조, 주식회사의 외부감사에 관한 법률 제2조, 제7조의2, 제17조 제2항 [2] 민법 제393조, 제750조, 제763조, 주식회사의 외부감사에 관한 법률 제17조 제2항, 증권거래법(2007. 8. 3. 자본시장과 금융투자업에 관한 법률 부칙 제2조 제1호로 폐지) 제15조, 제197조 제2항",0.4248109458590231,0.5751890541409769,0.4825124140375581,1.0724855380035079,0.01838156150010837,53.40234225988388,0.42475432171922023,0.4825124140375581,1.0724855380035079,55,11
difficulty_9_doc_7,기업체의 대규모 분식회계사실을 밝히지 못한 외부감사인의 회계감사상의 과실과 투자자의 기업체 발행 기업어음 매입행위 사이에 인과관계가 인정되나요?,원본 답변 정보 없음,왜 감사보고서는 기업의 건강 상태를 보여주는 중요한 문서일까요?,9,민사,INTRODUCTORY,사실관계 이해,2007다90647,대법원,2008-06-26,손해배상,"[1] 민법 제750조, 주식회사의 외부감사에 관한 법률 제2조, 제7조의2, 제17조 제2항 [2] 민법 제393조, 제750조, 제763조, 주식회사의 외부감사에 관한 법률 제17조 제2항, 증권거래법(2007. 8. 3. 자본시장과 금융투자업에 관한 법률 부칙 제2조 제1호로 폐지) 제15조, 제197조 제2항",0.3840301024873513,0.6159698975126486,0.47395884025559215,1.1098878532590069,0.017641830486160432,55.68346041440964,0.38400241740325214,0.47395884025559215,1.1098878532590069,45,8
difficulty_10_doc_7,기업체의 대규모 분식회계사실을 밝히지 못한 외부감사인의 회계감사상의 과실과 투자자의 기업체 발행 기업어음 매입행위 사이에 인과관계가 인정되나요?,원본 답변 정보 없음,감사보고서는 무엇을 보여주나요?,10,민사,INTRODUCTORY,사실관계 이해,2007다90647,대법원,2008-06-26,손해배상,"[1] 민법 제750조, 주식회사의 외부감사에 관한 법률 제2조, 제7조의2, 제17조 제2항 [2] 민법 제393조, 제750조, 제763조, 주식회사의 외부감사에 관한 법률 제17조 제2항, 증권거래법(2007. 8. 3. 자본시장과 금융투자업에 관한 법률 부칙 제2조 제1호로 폐지) 제15조, 제197조 제2항",0.3980500183089779,0.6019499816910221,0.4768627302427936,1.0970395390112628,0.017744450543721854,55.35564750432968,0.39791628379695965,0.4768627302427936,1.0970395390112628,63,13
difficulty_1_doc_8,"심리 범위를 발령된 보전처분 그 자체에 한정하는 것이 상당한 점 등에 비추어 본다면, 특별한 사정이 없는 한 가처분에 대한 이의절차에서 채권자가 신청 취지를 확장하거나 변경하는 것은 허용될 수 있는가?",원본 답변 정보 없음,가처분에 대한 이의절차에서 채권자가 신청 취지를 확장하거나 변경하는 것이 허용되지 않는 이유는 무엇인가?,1,민사,ADVANCED,법리 해석,2010마279,대법원,2010-05-27,가처분이의,"민사집행법 제283조, 제286조, 제301조",0.8034878333741682,0.19651216662583182,0.6146360527458066,0.6269790806000236,0.030277642825203486,32.02767014503479,0.8036480913058597,0.6146360527458066,0.6269790806000236,54,16
difficulty_2_doc_8,"심리 범위를 발령된 보전처분 그 자체에 한정하는 것이 상당한 점 등에 비추어 본다면, 특별한 사정이 없는 한 가처분에 대한 이의절차에서 채권자가 신청 취지를 확장하거나 변경하는 것은 허용될 수 있는가?",원본 답변 정보 없음,가처분 이의절차에서 채권자가 신청 취지를 변경할 수 있는 경우는 어떤 특별한 사정이 있을 때인가요?,2,민사,INTERMEDIATE,법리 해석,2010마279,대법원,2010-05-27,가처분이의,"민사집행법 제283조, 제286조, 제301조",0.7381607405714727,0.26183925942852726,0.5801604844833708,0.7236609985433489,0.026521577426712337,36.70514792203903,0.7381702148039722,0.5801604844833708,0.7236609985433489,57,15
difficulty_3_doc_8,"심리 범위를 발령된 보전처분 그 자체에 한정하는 것이 상당한 점 등에 비추어 본다면, 특별한 사정이 없는 한 가처분에 대한 이의절차에서 채권자가 신청 취지를 확장하거나 변경하는 것은 허용될 수 있는가?",원본 답변 정보 없음,가처분에 대한 이의절차에서 채권자가 신청 내용을 바꿀 수 있나요?,3,민사,INTERMEDIATE,법리 해석,2010마279,대법원,2010-05-27,가처분이의,"민사집행법 제283조, 제286조, 제301조",0.6713965684483019,0.32860343155169813,0.5522646526650176,0.8107260625397318,0.023687673039862914,41.21605044603348,0.6714679485718733,0.5522646526650176,0.8107260625397318,76,20
difficulty_4_doc_8,"심리 범위를 발령된 보전처분 그 자체에 한정하는 것이 상당한 점 등에 비추어 본다면, 특별한 사정이 없는 한 가처분에 대한 이의절차에서 채권자가 신청 취지를 확장하거나 변경하는 것은 허용될 수 있는가?",원본 답변 정보 없음,가처분 신청을 변경할 때 민사소송법의 청구 변경 제도를 적용하면 어떤 문제가 발생할 수 있나요?,4,민사,INTERMEDIATE,법리 해석,2010마279,대법원,2010-05-27,가처분이의,"민사집행법 제283조, 제286조, 제301조",0.5658938029130784,0.43410619708692155,0.5176378883254089,0.9318524060034765,0.0208704966739074,46.914528131484985,0.5659827620723377,0.5176378883254089,0.9318524060034765,59,15
difficulty_5_doc_8,"심리 범위를 발령된 보전처분 그 자체에 한정하는 것이 상당한 점 등에 비추어 본다면, 특별한 사정이 없는 한 가처분에 대한 이의절차에서 채권자가 신청 취지를 확장하거나 변경하는 것은 허용될 수 있는가?",원본 답변 정보 없음,가처분 이의절차에서 채권자가 신청 취지를 확장하거나 변경하는 것이 허용되지 않는 이유는 무엇인가요?,5,민사,ADVANCED,법리 해석,2010마279,대법원,2010-05-27,가처분이의,"민사집행법 제283조, 제286조, 제301조",0.7895374616673277,0.21046253833267226,0.6065033935227121,0.6487953912207621,0.029303924274702017,33.12512230873108,0.7895569348396521,0.6065033935227121,0.6487953912207621,57,17
difficulty_6_doc_8,"심리 범위를 발령된 보전처분 그 자체에 한정하는 것이 상당한 점 등에 비추어 본다면, 특별한 사정이 없는 한 가처분에 대한 이의절차에서 채권자가 신청 취지를 확장하거나 변경하는 것은 허용될 수 있는가?",원본 답변 정보 없음,가처분에 대한 이의절차에서 채권자가 신청 취지를 확장하거나 변경하는 것이 허용되지 않는 이유는 무엇인가요?,6,민사,ADVANCED,법리 해석,2010마279,대법원,2010-05-27,가처분이의,"민사집행법 제283조, 제286조, 제301조",0.8014816705605751,0.19851832943942493,0.6134914273617456,0.63001462677383,0.030131228656483034,32.18815875053406,0.8012428407987784,0.6134914273617456,0.63001462677383,53,16
difficulty_7_doc_8,"심리 범위를 발령된 보전처분 그 자체에 한정하는 것이 상당한 점 등에 비추어 본다면, 특별한 사정이 없는 한 가처분에 대한 이의절차에서 채권자가 신청 취지를 확장하거나 변경하는 것은 허용될 수 있는가?",원본 답변 정보 없음,가처분 신청을 변경할 때 어떤 점을 고려해야 하나요?,7,민사,INTERMEDIATE,법리 해석,2010마279,대법원,2010-05-27,가처분이의,"민사집행법 제283조, 제286조, 제301조",0.589728845814659,0.410271154185341,0.5247550163701523,0.905651149210966,0.02147285908048168,45.57041692733765,0.5894855887629831,0.5247550163701523,0.905651149210966,83,21
difficulty_8_doc_8,"심리 범위를 발령된 보전처분 그 자체에 한정하는 것이 상당한 점 등에 비추어 본다면, 특별한 사정이 없는 한 가처분에 대한 이의절차에서 채권자가 신청 취지를 확장하거나 변경하는 것은 허용될 수 있는가?",원본 답변 정보 없음,가처분에 대한 이의절차에서 채권자가 신청 내용을 바꿀 수 있을까요?,8,민사,INTRODUCTORY,사실관계 이해,2010마279,대법원,2010-05-27,가처분이의,"민사집행법 제283조, 제286조, 제301조",0.6731658063153811,0.32683419368461886,0.5529674683876743,0.8084246491312945,0.023738829510169094,41.12507611513138,0.6730442839019162,0.5529674683876743,0.8084246491312945,75,20
difficulty_9_doc_8,"심리 범위를 발령된 보전처분 그 자체에 한정하는 것이 상당한 점 등에 비추어 본다면, 특별한 사정이 없는 한 가처분에 대한 이의절차에서 채권자가 신청 취지를 확장하거나 변경하는 것은 허용될 수 있는가?",원본 답변 정보 없음,가처분이란 무엇인가요?,9,민사,INTRODUCTORY,사실관계 이해,2010마279,대법원,2010-05-27,가처분이의,"민사집행법 제283조, 제286조, 제301조",0.4626127310649798,0.5373872689350202,0.4909604074655349,1.0368241202223611,0.01882486412773546,52.121233344078064,0.4627115855834205,0.4909604074655349,1.0368241202223611,100,27
difficulty_10_doc_8,"심리 범위를 발령된 보전처분 그 자체에 한정하는 것이 상당한 점 등에 비추어 본다면, 특별한 사정이 없는 한 가처분에 대한 이의절차에서 채권자가 신청 취지를 확장하거나 변경하는 것은 허용될 수 있는가?",원본 답변 정보 없음,가처분이란 무엇인가요?,10,민사,INTRODUCTORY,사실관계 이해,2010마279,대법원,2010-05-27,가처분이의,"민사집행법 제283조, 제286조, 제301조",0.4626127310649798,0.5373872689350202,0.4909604074655349,1.0368241202223611,0.01882486412773546,52.121233344078064,0.4627115855834205,0.4909604074655349,1.0368241202223611,100,27
difficulty_1_doc_9,헤지(hedge)거래가 전체 구간에서 위험회피가 되지 않는다는 이유만으로 구조적으로 헤지에 부적합하다고 단정할 수 있는가?,원본 답변 정보 없음,"헤지 거래가 특정 구간에서만 위험회피가 되는 경우, 이를 구조적으로 부적합하다고 판단할 수 있는 법적 기준은 무엇인가?",1,민사,ADVANCED,법리 해석,2011다53683,대법원,2013-09-26,부당이득금,"[1] 민법 제104조 [2] 민법 제104조 [3] 민법 제104조 [4] 약관의 규제에 관한 법률 제2조 제1호, 제4조 [5] 약관의 규제에 관한 법률 제2조 제1호, 제4조 [6] 민법 제109조, 제110조 [7] 민법 제2조, 제750조 [8] 민법 제2조, 제750조",0.8125435859394535,0.18745641406054647,0.6202615667102819,0.6122230582555024,0.031405543900599166,30.84151190519333,0.8123359163755381,0.6202615667102819,0.6122230582555024,2,3
difficulty_2_doc_9,헤지(hedge)거래가 전체 구간에서 위험회피가 되지 않는다는 이유만으로 구조적으로 헤지에 부적합하다고 단정할 수 있는가?,원본 답변 정보 없음,"헤지 거래에서 특정 구간에서만 위험회피가 되는 경우, 이를 구조적으로 부적합하다고 판단할 수 있는가?",2,민사,INTERMEDIATE,법리 해석,2011다53683,대법원,2013-09-26,부당이득금,"[1] 민법 제104조 [2] 민법 제104조 [3] 민법 제104조 [4] 약관의 규제에 관한 법률 제2조 제1호, 제4조 [5] 약관의 규제에 관한 법률 제2조 제1호, 제4조 [6] 민법 제109조, 제110조 [7] 민법 제2조, 제750조 [8] 민법 제2조, 제750조",0.8588162843049537,0.14118371569504629,0.6529609092914206,0.5314852478461214,0.03571994867320026,26.995560944080353,0.8591477691647356,0.6529609092914206,0.5314852478461214,12,0
difficulty_3_doc_9,헤지(hedge)거래가 전체 구간에서 위험회피가 되지 않는다는 이유만으로 구조적으로 헤지에 부적합하다고 단정할 수 있는가?,원본 답변 정보 없음,헤지 거래가 특정 구간에서만 위험을 줄이는 경우에도 유효한가요?,3,민사,INTERMEDIATE,법리 해석,2011다53683,대법원,2013-09-26,부당이득금,"[1] 민법 제104조 [2] 민법 제104조 [3] 민법 제104조 [4] 약관의 규제에 관한 법률 제2조 제1호, 제4조 [5] 약관의 규제에 관한 법률 제2조 제1호, 제4조 [6] 민법 제109조, 제110조 [7] 민법 제2조, 제750조 [8] 민법 제2조, 제750조",0.70007574209376,0.29992425790624,0.56351698264645,0.7745694110294437,0.02494739931550642,39.084338545799255,0.7002032152629027,0.56351698264645,0.7745694110294437,33,5
difficulty_4_doc_9,헤지(hedge)거래가 전체 구간에서 위험회피가 되지 않는다는 이유만으로 구조적으로 헤지에 부적합하다고 단정할 수 있는가?,원본 답변 정보 없음,헤지 거래가 무엇을 위해 사용되나요?,4,민사,INTRODUCTORY,사실관계 이해,2011다53683,대법원,2013-09-26,부당이득금,"[1] 민법 제104조 [2] 민법 제104조 [3] 민법 제104조 [4] 약관의 규제에 관한 법률 제2조 제1호, 제4조 [5] 약관의 규제에 관한 법률 제2조 제1호, 제4조 [6] 민법 제109조, 제110조 [7] 민법 제2조, 제750조 [8] 민법 제2조, 제750조",0.5782990572965803,0.42170094270341973,0.5212458284708016,0.9184805812906696,0.021292473104736722,45.96495306491852,0.5784393693358538,0.5212458284708016,0.9184805812906696,48,8
