query_id,gt_query,gt_answer,transformed_query,difficulty_level,original_category,transformed_query_difficulty,transformed_query_strategy,case_no,court,date,subcategory,reference_rules,cosine_similarity,cosine_distance,euclidean_distance,manhattan_distance,length_difference,word_count_difference
difficulty_9_doc_4,"일용직 인력공급의 경우, 외형상으로 인력공급업체가 임금을 지급하거나 해당 근로자들을 지휘·감독한 것으로 보이는 사정이 있다는 이유로 근로자들의 사용자를 인력공급업체라고 단정할 수 있는가?",원본 답변 정보 없음,인력공급업체가 하는 일은 무엇인가요?,9,민사,INTRODUCTORY,사실관계 이해,2021다255051,대법원,2021-11-11,용역비,"[1] 근로기준법 제2조 제1항 제2호, 직업안정법 제2조의2 제2호, 제5호, 제19조, 직업안정법 시행령 제21조, 직업안정법 시행규칙 제18조, 제22조, 제26조, 제28조, 제29조 [2] 근로기준법 제2조 제1항 제2호, 제44조의2 제1항, 직업안정법 제2조의2 제2호, 제5호, 제19조, 직업안정법 시행령 제21조, 직업안정법 시행규칙 제18조, 제22조, 제26조, 제28조, 제29조",0.1254271949786741,0.874572805021326,0.0,0.0,0,0
difficulty_10_doc_4,"일용직 인력공급의 경우, 외형상으로 인력공급업체가 임금을 지급하거나 해당 근로자들을 지휘·감독한 것으로 보이는 사정이 있다는 이유로 근로자들의 사용자를 인력공급업체라고 단정할 수 있는가?",원본 답변 정보 없음,"사람들이 일할 때, 누가 그 사람들의 진짜 보스인지 어떻게 알 수 있을까요?",10,민사,INTRODUCTORY,사실관계 이해,2021다255051,대법원,2021-11-11,용역비,"[1] 근로기준법 제2조 제1항 제2호, 직업안정법 제2조의2 제2호, 제5호, 제19조, 직업안정법 시행령 제21조, 직업안정법 시행규칙 제18조, 제22조, 제26조, 제28조, 제29조 [2] 근로기준법 제2조 제1항 제2호, 제44조의2 제1항, 직업안정법 제2조의2 제2호, 제5호, 제19조, 직업안정법 시행령 제21조, 직업안정법 시행규칙 제18조, 제22조, 제26조, 제28조, 제29조",0.0,1.0,0.0,0.0,0,0
difficulty_1_doc_5,위헌제청신청을 기각하는 결정에 대하여는 민사소송에 의한 항고나 재항고를 할 수 있는가?,원본 답변 정보 없음,위헌제청신청을 기각하는 결정에 대해 민사소송으로 항고나 재항고를 할 수 있는가?,1,민사,INTRODUCTORY,사실관계 이해,93그34,대법원,1993-08-25,위헌제청,"가.나. 헌법 제111조 제1항 제1호 가. 헌법재판소법 제41조 제4항 / 민사소송법 제409조, 제412조 나. 같은 법 제420조",0.1687250502158882,0.8312749497841118,0.0,0.0,0,0
difficulty_2_doc_5,위헌제청신청을 기각하는 결정에 대하여는 민사소송에 의한 항고나 재항고를 할 수 있는가?,원본 답변 정보 없음,위헌제청신청을 기각하는 결정에 대해 민사소송으로 항고나 재항고를 할 수 없는 이유는 무엇인가요?,2,민사,BASIC,법리 해석,93그34,대법원,1993-08-25,위헌제청,"가.나. 헌법 제111조 제1항 제1호 가. 헌법재판소법 제41조 제4항 / 민사소송법 제409조, 제412조 나. 같은 법 제420조",0.0,1.0,0.0,0.0,0,0
difficulty_3_doc_5,위헌제청신청을 기각하는 결정에 대하여는 민사소송에 의한 항고나 재항고를 할 수 있는가?,원본 답변 정보 없음,위헌제청신청을 기각하는 결정에 대해 항고할 수 있나요?,3,민사,INTRODUCTORY,사실관계 이해,93그34,대법원,1993-08-25,위헌제청,"가.나. 헌법 제111조 제1항 제1호 가. 헌법재판소법 제41조 제4항 / 민사소송법 제409조, 제412조 나. 같은 법 제420조",0.09903979228284562,0.9009602077171543,0.0,0.0,0,0
difficulty_4_doc_5,위헌제청신청을 기각하는 결정에 대하여는 민사소송에 의한 항고나 재항고를 할 수 있는가?,원본 답변 정보 없음,위헌제청신청을 기각하는 결정에 대해 민사소송으로 항고나 재항고를 할 수 있나요?,4,민사,BASIC,사실관계 이해,93그34,대법원,1993-08-25,위헌제청,"가.나. 헌법 제111조 제1항 제1호 가. 헌법재판소법 제41조 제4항 / 민사소송법 제409조, 제412조 나. 같은 법 제420조",0.0,1.0,0.0,0.0,0,0
difficulty_5_doc_5,위헌제청신청을 기각하는 결정에 대하여는 민사소송에 의한 항고나 재항고를 할 수 있는가?,원본 답변 정보 없음,위헌제청신청을 기각하는 결정에 대해 민사소송 절차로 항고나 재항고를 할 수 없는 이유는 무엇인가?,5,민사,INTERMEDIATE,법리 해석,93그34,대법원,1993-08-25,위헌제청,"가.나. 헌법 제111조 제1항 제1호 가. 헌법재판소법 제41조 제4항 / 민사소송법 제409조, 제412조 나. 같은 법 제420조",0.0,1.0,0.0,0.0,0,0
difficulty_6_doc_5,위헌제청신청을 기각하는 결정에 대하여는 민사소송에 의한 항고나 재항고를 할 수 있는가?,원본 답변 정보 없음,위헌제청신청을 기각하는 결정에 대해 민사소송으로 항고나 재항고할 수 없는 이유는 무엇인가요?,6,민사,INTERMEDIATE,법리 해석,93그34,대법원,1993-08-25,위헌제청,"가.나. 헌법 제111조 제1항 제1호 가. 헌법재판소법 제41조 제4항 / 민사소송법 제409조, 제412조 나. 같은 법 제420조",0.0,1.0,0.0,0.0,0,0
difficulty_7_doc_5,위헌제청신청을 기각하는 결정에 대하여는 민사소송에 의한 항고나 재항고를 할 수 있는가?,원본 답변 정보 없음,위헌제청신청을 기각하는 결정에 대해 민사소송으로 항고나 재항고를 할 수 있나요?,7,민사,BASIC,사실관계 이해,93그34,대법원,1993-08-25,위헌제청,"가.나. 헌법 제111조 제1항 제1호 가. 헌법재판소법 제41조 제4항 / 민사소송법 제409조, 제412조 나. 같은 법 제420조",0.0,1.0,0.0,0.0,0,0
difficulty_8_doc_5,위헌제청신청을 기각하는 결정에 대하여는 민사소송에 의한 항고나 재항고를 할 수 있는가?,원본 답변 정보 없음,위헌제청신청을 기각하는 결정에 대해 민사소송으로 항고나 재항고를 할 수 있나요?,8,민사,INTRODUCTORY,사실관계 이해,93그34,대법원,1993-08-25,위헌제청,"가.나. 헌법 제111조 제1항 제1호 가. 헌법재판소법 제41조 제4항 / 민사소송법 제409조, 제412조 나. 같은 법 제420조",0.0,1.0,0.0,0.0,0,0
difficulty_9_doc_5,위헌제청신청을 기각하는 결정에 대하여는 민사소송에 의한 항고나 재항고를 할 수 있는가?,원본 답변 정보 없음,왜 어떤 결정에 대해 항고할 수 없나요?,9,민사,INTRODUCTORY,사실관계 이해,93그34,대법원,1993-08-25,위헌제청,"가.나. 헌법 제111조 제1항 제1호 가. 헌법재판소법 제41조 제4항 / 민사소송법 제409조, 제412조 나. 같은 법 제420조",0.0,1.0,0.0,0.0,0,0
difficulty_10_doc_5,위헌제청신청을 기각하는 결정에 대하여는 민사소송에 의한 항고나 재항고를 할 수 있는가?,원본 답변 정보 없음,위헌제청신청을 기각하는 결정에 대해 민사소송으로 항고할 수 있나요?,10,민사,INTRODUCTORY,사실관계 이해,93그34,대법원,1993-08-25,위헌제청,"가.나. 헌법 제111조 제1항 제1호 가. 헌법재판소법 제41조 제4항 / 민사소송법 제409조, 제412조 나. 같은 법 제420조",0.0,1.0,0.0,0.0,0,0
difficulty_1_doc_6,"등기부취득시효에 있어서 선의·무과실은 등기에 관한 것이 아니고 점유의 취득에 관한 것이므로, 등기경료 이전부터 점유를 하여 온 경우에는 그 점유개시 당시를 기준으로 그 점유의 개시에 과실이 없었는지 여부에 관하여 심리판단하여야 하나요?",원본 답변 정보 없음,"징발재산의 매수결정에 따라 소유권이전등기가 경료된 경우, 등기부취득시효의 성립을 위해 피고가 선의·무과실의 요건을 충족해야 하는 시점은 언제인가요?",1,민사,INTERMEDIATE,법리 해석,93다28089,대법원,1994-11-11,소유권이전등기,가.다. 민법 제245조 제2항 나. 징발재산정리에관한특별조치법 제6조 / 민법 제187조,0.07189781911547263,0.9281021808845273,0.0,0.0,0,0
difficulty_2_doc_6,"등기부취득시효에 있어서 선의·무과실은 등기에 관한 것이 아니고 점유의 취득에 관한 것이므로, 등기경료 이전부터 점유를 하여 온 경우에는 그 점유개시 당시를 기준으로 그 점유의 개시에 과실이 없었는지 여부에 관하여 심리판단하여야 하나요?",원본 답변 정보 없음,"징발재산의 매수와 관련하여 소유권이전등기가 경료된 경우, 등기부취득시효가 성립하기 위해 필요한 선의·무과실의 판단 기준은 무엇인가요?",2,민사,INTERMEDIATE,법리 해석,93다28089,대법원,1994-11-11,소유권이전등기,가.다. 민법 제245조 제2항 나. 징발재산정리에관한특별조치법 제6조 / 민법 제187조,0.0,1.0,0.0,0.0,0,0
difficulty_3_doc_6,"등기부취득시효에 있어서 선의·무과실은 등기에 관한 것이 아니고 점유의 취득에 관한 것이므로, 등기경료 이전부터 점유를 하여 온 경우에는 그 점유개시 당시를 기준으로 그 점유의 개시에 과실이 없었는지 여부에 관하여 심리판단하여야 하나요?",원본 답변 정보 없음,"징발된 토지의 소유권이전등기가 무효가 된 경우, 등기부취득시효가 성립하려면 어떤 조건이 필요한가요?",3,민사,INTERMEDIATE,법리 해석,93다28089,대법원,1994-11-11,소유권이전등기,가.다. 민법 제245조 제2항 나. 징발재산정리에관한특별조치법 제6조 / 민법 제187조,0.0,1.0,0.0,0.0,0,0
difficulty_4_doc_6,"등기부취득시효에 있어서 선의·무과실은 등기에 관한 것이 아니고 점유의 취득에 관한 것이므로, 등기경료 이전부터 점유를 하여 온 경우에는 그 점유개시 당시를 기준으로 그 점유의 개시에 과실이 없었는지 여부에 관하여 심리판단하여야 하나요?",원본 답변 정보 없음,"징발된 토지의 소유권을 국가가 취득할 때, 매수대금을 법정 기한 내에 공탁하지 않으면 소유권이 원래 주인에게 돌아가나요?",4,민사,INTERMEDIATE,법리 해석,93다28089,대법원,1994-11-11,소유권이전등기,가.다. 민법 제245조 제2항 나. 징발재산정리에관한특별조치법 제6조 / 민법 제187조,0.0,1.0,0.0,0.0,0,0
difficulty_5_doc_6,"등기부취득시효에 있어서 선의·무과실은 등기에 관한 것이 아니고 점유의 취득에 관한 것이므로, 등기경료 이전부터 점유를 하여 온 경우에는 그 점유개시 당시를 기준으로 그 점유의 개시에 과실이 없었는지 여부에 관하여 심리판단하여야 하나요?",원본 답변 정보 없음,"징발재산의 매수결정에 따라 소유권이전등기가 경료된 경우, 민법 제187조에 의한 등기 없이 소유권을 취득할 수 있는지 여부를 설명하시오.",5,민사,ADVANCED,법리 해석,93다28089,대법원,1994-11-11,소유권이전등기,가.다. 민법 제245조 제2항 나. 징발재산정리에관한특별조치법 제6조 / 민법 제187조,0.3188202636073816,0.6811797363926184,0.0,0.0,0,0
difficulty_6_doc_6,"등기부취득시효에 있어서 선의·무과실은 등기에 관한 것이 아니고 점유의 취득에 관한 것이므로, 등기경료 이전부터 점유를 하여 온 경우에는 그 점유개시 당시를 기준으로 그 점유의 개시에 과실이 없었는지 여부에 관하여 심리판단하여야 하나요?",원본 답변 정보 없음,"징발재산의 매수결정이 이루어진 후, 매수대금 공탁이 법정 기한을 넘긴 경우 소유권이 원고에게 환원될 수 있는지 설명하세요.",6,민사,INTERMEDIATE,법리 해석,93다28089,대법원,1994-11-11,소유권이전등기,가.다. 민법 제245조 제2항 나. 징발재산정리에관한특별조치법 제6조 / 민법 제187조,0.0,1.0,0.0,0.0,0,0
difficulty_7_doc_6,"등기부취득시효에 있어서 선의·무과실은 등기에 관한 것이 아니고 점유의 취득에 관한 것이므로, 등기경료 이전부터 점유를 하여 온 경우에는 그 점유개시 당시를 기준으로 그 점유의 개시에 과실이 없었는지 여부에 관하여 심리판단하여야 하나요?",원본 답변 정보 없음,"징발재산을 매수한 후 소유권이전등기를 했는데, 매수대금을 법정 기한 내에 공탁하지 못한 경우, 소유권은 어떻게 되나요?",7,민사,INTERMEDIATE,법리 해석,93다28089,대법원,1994-11-11,소유권이전등기,가.다. 민법 제245조 제2항 나. 징발재산정리에관한특별조치법 제6조 / 민법 제187조,0.07146296049254283,0.9285370395074571,0.0,0.0,0,0
difficulty_8_doc_6,"등기부취득시효에 있어서 선의·무과실은 등기에 관한 것이 아니고 점유의 취득에 관한 것이므로, 등기경료 이전부터 점유를 하여 온 경우에는 그 점유개시 당시를 기준으로 그 점유의 개시에 과실이 없었는지 여부에 관하여 심리판단하여야 하나요?",원본 답변 정보 없음,"피고가 토지를 매수하고 소유권을 이전받았는데, 매수대금을 늦게 냈다면 소유권은 어떻게 되나요?",8,민사,INTRODUCTORY,사실관계 이해,93다28089,대법원,1994-11-11,소유권이전등기,가.다. 민법 제245조 제2항 나. 징발재산정리에관한특별조치법 제6조 / 민법 제187조,0.0,1.0,0.0,0.0,0,0
difficulty_9_doc_6,"등기부취득시효에 있어서 선의·무과실은 등기에 관한 것이 아니고 점유의 취득에 관한 것이므로, 등기경료 이전부터 점유를 하여 온 경우에는 그 점유개시 당시를 기준으로 그 점유의 개시에 과실이 없었는지 여부에 관하여 심리판단하여야 하나요?",원본 답변 정보 없음,왜 피고는 토지를 사서 자기 이름으로 등록했는데도 문제가 생겼을까요?,9,민사,INTRODUCTORY,사실관계 이해,93다28089,대법원,1994-11-11,소유권이전등기,가.다. 민법 제245조 제2항 나. 징발재산정리에관한특별조치법 제6조 / 민법 제187조,0.061275751604311916,0.9387242483956881,0.0,0.0,0,0
difficulty_10_doc_6,"등기부취득시효에 있어서 선의·무과실은 등기에 관한 것이 아니고 점유의 취득에 관한 것이므로, 등기경료 이전부터 점유를 하여 온 경우에는 그 점유개시 당시를 기준으로 그 점유의 개시에 과실이 없었는지 여부에 관하여 심리판단하여야 하나요?",원본 답변 정보 없음,"피고가 토지를 사서 이름을 바꿨는데, 돈을 늦게 내서 원래 주인에게 다시 돌아갔어요. 이게 맞는 걸까요?",10,민사,INTRODUCTORY,사실관계 이해,93다28089,대법원,1994-11-11,소유권이전등기,가.다. 민법 제245조 제2항 나. 징발재산정리에관한특별조치법 제6조 / 민법 제187조,0.0,1.0,0.0,0.0,0,0
difficulty_1_doc_7,기업체의 대규모 분식회계사실을 밝히지 못한 외부감사인의 회계감사상의 과실과 투자자의 기업체 발행 기업어음 매입행위 사이에 인과관계가 인정되나요?,원본 답변 정보 없음,"외부감사인의 회계감사 결과가 허위로 기재된 경우, 해당 감사보고서와 이를 기반으로 한 기업어음 매입 사이에 인과관계가 성립할 수 있는 법적 근거는 무엇인가요?",1,민사,ADVANCED,법리 해석,2007다90647,대법원,2008-06-26,손해배상,"[1] 민법 제750조, 주식회사의 외부감사에 관한 법률 제2조, 제7조의2, 제17조 제2항 [2] 민법 제393조, 제750조, 제763조, 주식회사의 외부감사에 관한 법률 제17조 제2항, 증권거래법(2007. 8. 3. 자본시장과 금융투자업에 관한 법률 부칙 제2조 제1호로 폐지) 제15조, 제197조 제2항",0.2568980139041461,0.7431019860958539,0.0,0.0,0,0
difficulty_2_doc_7,기업체의 대규모 분식회계사실을 밝히지 못한 외부감사인의 회계감사상의 과실과 투자자의 기업체 발행 기업어음 매입행위 사이에 인과관계가 인정되나요?,원본 답변 정보 없음,외부감사인의 회계감사 결과가 기업의 신용등급평가에 미치는 영향은 무엇인가요?,2,민사,BASIC,사실관계 이해,2007다90647,대법원,2008-06-26,손해배상,"[1] 민법 제750조, 주식회사의 외부감사에 관한 법률 제2조, 제7조의2, 제17조 제2항 [2] 민법 제393조, 제750조, 제763조, 주식회사의 외부감사에 관한 법률 제17조 제2항, 증권거래법(2007. 8. 3. 자본시장과 금융투자업에 관한 법률 부칙 제2조 제1호로 폐지) 제15조, 제197조 제2항",0.0,1.0,0.0,0.0,0,0
difficulty_3_doc_7,기업체의 대규모 분식회계사실을 밝히지 못한 외부감사인의 회계감사상의 과실과 투자자의 기업체 발행 기업어음 매입행위 사이에 인과관계가 인정되나요?,원본 답변 정보 없음,외부감사인의 회계감사 결과가 기업어음 매입에 미치는 영향은 무엇인가요?,3,민사,INTERMEDIATE,사실관계 이해,2007다90647,대법원,2008-06-26,손해배상,"[1] 민법 제750조, 주식회사의 외부감사에 관한 법률 제2조, 제7조의2, 제17조 제2항 [2] 민법 제393조, 제750조, 제763조, 주식회사의 외부감사에 관한 법률 제17조 제2항, 증권거래법(2007. 8. 3. 자본시장과 금융투자업에 관한 법률 부칙 제2조 제1호로 폐지) 제15조, 제197조 제2항",0.0,1.0,0.0,0.0,0,0
difficulty_4_doc_7,기업체의 대규모 분식회계사실을 밝히지 못한 외부감사인의 회계감사상의 과실과 투자자의 기업체 발행 기업어음 매입행위 사이에 인과관계가 인정되나요?,원본 답변 정보 없음,"외부감사인이 기업의 재무제표를 잘못 감사했을 때, 투자자가 그 기업의 어음을 사는 것에 어떤 영향을 미칠 수 있을까요?",4,민사,INTERMEDIATE,사실관계 이해,2007다90647,대법원,2008-06-26,손해배상,"[1] 민법 제750조, 주식회사의 외부감사에 관한 법률 제2조, 제7조의2, 제17조 제2항 [2] 민법 제393조, 제750조, 제763조, 주식회사의 외부감사에 관한 법률 제17조 제2항, 증권거래법(2007. 8. 3. 자본시장과 금융투자업에 관한 법률 부칙 제2조 제1호로 폐지) 제15조, 제197조 제2항",0.0,1.0,0.0,0.0,0,0
difficulty_5_doc_7,기업체의 대규모 분식회계사실을 밝히지 못한 외부감사인의 회계감사상의 과실과 투자자의 기업체 발행 기업어음 매입행위 사이에 인과관계가 인정되나요?,원본 답변 정보 없음,"외부감사인의 회계감사 결과가 허위로 기재된 경우, 투자자가 해당 기업의 기업어음을 매입함으로써 입은 손해에 대해 외부감사인에게 손해배상을 청구할 수 있는 법적 근거는 무엇인가요?",5,민사,ADVANCED,법리 해석,2007다90647,대법원,2008-06-26,손해배상,"[1] 민법 제750조, 주식회사의 외부감사에 관한 법률 제2조, 제7조의2, 제17조 제2항 [2] 민법 제393조, 제750조, 제763조, 주식회사의 외부감사에 관한 법률 제17조 제2항, 증권거래법(2007. 8. 3. 자본시장과 금융투자업에 관한 법률 부칙 제2조 제1호로 폐지) 제15조, 제197조 제2항",0.0,1.0,0.0,0.0,0,0
difficulty_6_doc_7,기업체의 대규모 분식회계사실을 밝히지 못한 외부감사인의 회계감사상의 과실과 투자자의 기업체 발행 기업어음 매입행위 사이에 인과관계가 인정되나요?,원본 답변 정보 없음,외부감사인의 회계감사 결과가 기업의 신용등급평가에 미치는 영향은 무엇인가요?,6,민사,INTERMEDIATE,사실관계 이해,2007다90647,대법원,2008-06-26,손해배상,"[1] 민법 제750조, 주식회사의 외부감사에 관한 법률 제2조, 제7조의2, 제17조 제2항 [2] 민법 제393조, 제750조, 제763조, 주식회사의 외부감사에 관한 법률 제17조 제2항, 증권거래법(2007. 8. 3. 자본시장과 금융투자업에 관한 법률 부칙 제2조 제1호로 폐지) 제15조, 제197조 제2항",0.0,1.0,0.0,0.0,0,0
difficulty_7_doc_7,기업체의 대규모 분식회계사실을 밝히지 못한 외부감사인의 회계감사상의 과실과 투자자의 기업체 발행 기업어음 매입행위 사이에 인과관계가 인정되나요?,원본 답변 정보 없음,"외부감사인이 기업의 재무제표를 잘못 감사하여 투자자가 손해를 입었을 때, 그 감사인의 책임은 어떻게 결정되나요?",7,민사,INTERMEDIATE,법리 해석,2007다90647,대법원,2008-06-26,손해배상,"[1] 민법 제750조, 주식회사의 외부감사에 관한 법률 제2조, 제7조의2, 제17조 제2항 [2] 민법 제393조, 제750조, 제763조, 주식회사의 외부감사에 관한 법률 제17조 제2항, 증권거래법(2007. 8. 3. 자본시장과 금융투자업에 관한 법률 부칙 제2조 제1호로 폐지) 제15조, 제197조 제2항",0.0,1.0,0.0,0.0,0,0
difficulty_8_doc_7,기업체의 대규모 분식회계사실을 밝히지 못한 외부감사인의 회계감사상의 과실과 투자자의 기업체 발행 기업어음 매입행위 사이에 인과관계가 인정되나요?,원본 답변 정보 없음,왜 기업의 재무제표와 감사보고서는 중요한가요?,8,민사,INTRODUCTORY,사실관계 이해,2007다90647,대법원,2008-06-26,손해배상,"[1] 민법 제750조, 주식회사의 외부감사에 관한 법률 제2조, 제7조의2, 제17조 제2항 [2] 민법 제393조, 제750조, 제763조, 주식회사의 외부감사에 관한 법률 제17조 제2항, 증권거래법(2007. 8. 3. 자본시장과 금융투자업에 관한 법률 부칙 제2조 제1호로 폐지) 제15조, 제197조 제2항",0.0,1.0,0.0,0.0,0,0
difficulty_9_doc_7,기업체의 대규모 분식회계사실을 밝히지 못한 외부감사인의 회계감사상의 과실과 투자자의 기업체 발행 기업어음 매입행위 사이에 인과관계가 인정되나요?,원본 답변 정보 없음,왜 감사보고서는 기업의 건강 상태를 보여주는 중요한 문서일까요?,9,민사,INTRODUCTORY,사실관계 이해,2007다90647,대법원,2008-06-26,손해배상,"[1] 민법 제750조, 주식회사의 외부감사에 관한 법률 제2조, 제7조의2, 제17조 제2항 [2] 민법 제393조, 제750조, 제763조, 주식회사의 외부감사에 관한 법률 제17조 제2항, 증권거래법(2007. 8. 3. 자본시장과 금융투자업에 관한 법률 부칙 제2조 제1호로 폐지) 제15조, 제197조 제2항",0.0,1.0,0.0,0.0,0,0
difficulty_10_doc_7,기업체의 대규모 분식회계사실을 밝히지 못한 외부감사인의 회계감사상의 과실과 투자자의 기업체 발행 기업어음 매입행위 사이에 인과관계가 인정되나요?,원본 답변 정보 없음,감사보고서는 무엇을 보여주나요?,10,민사,INTRODUCTORY,사실관계 이해,2007다90647,대법원,2008-06-26,손해배상,"[1] 민법 제750조, 주식회사의 외부감사에 관한 법률 제2조, 제7조의2, 제17조 제2항 [2] 민법 제393조, 제750조, 제763조, 주식회사의 외부감사에 관한 법률 제17조 제2항, 증권거래법(2007. 8. 3. 자본시장과 금융투자업에 관한 법률 부칙 제2조 제1호로 폐지) 제15조, 제197조 제2항",0.0,1.0,0.0,0.0,0,0
difficulty_1_doc_8,"심리 범위를 발령된 보전처분 그 자체에 한정하는 것이 상당한 점 등에 비추어 본다면, 특별한 사정이 없는 한 가처분에 대한 이의절차에서 채권자가 신청 취지를 확장하거나 변경하는 것은 허용될 수 있는가?",원본 답변 정보 없음,가처분에 대한 이의절차에서 채권자가 신청 취지를 확장하거나 변경하는 것이 허용되지 않는 이유는 무엇인가?,1,민사,ADVANCED,법리 해석,2010마279,대법원,2010-05-27,가처분이의,"민사집행법 제283조, 제286조, 제301조",0.07205988463005274,0.9279401153699472,0.0,0.0,0,0
difficulty_2_doc_8,"심리 범위를 발령된 보전처분 그 자체에 한정하는 것이 상당한 점 등에 비추어 본다면, 특별한 사정이 없는 한 가처분에 대한 이의절차에서 채권자가 신청 취지를 확장하거나 변경하는 것은 허용될 수 있는가?",원본 답변 정보 없음,가처분 이의절차에서 채권자가 신청 취지를 변경할 수 있는 경우는 어떤 특별한 사정이 있을 때인가요?,2,민사,INTERMEDIATE,법리 해석,2010마279,대법원,2010-05-27,가처분이의,"민사집행법 제283조, 제286조, 제301조",0.0,1.0,0.0,0.0,0,0
difficulty_3_doc_8,"심리 범위를 발령된 보전처분 그 자체에 한정하는 것이 상당한 점 등에 비추어 본다면, 특별한 사정이 없는 한 가처분에 대한 이의절차에서 채권자가 신청 취지를 확장하거나 변경하는 것은 허용될 수 있는가?",원본 답변 정보 없음,가처분에 대한 이의절차에서 채권자가 신청 내용을 바꿀 수 있나요?,3,민사,INTERMEDIATE,법리 해석,2010마279,대법원,2010-05-27,가처분이의,"민사집행법 제283조, 제286조, 제301조",0.31361473760098485,0.6863852623990152,0.0,0.0,0,0
difficulty_4_doc_8,"심리 범위를 발령된 보전처분 그 자체에 한정하는 것이 상당한 점 등에 비추어 본다면, 특별한 사정이 없는 한 가처분에 대한 이의절차에서 채권자가 신청 취지를 확장하거나 변경하는 것은 허용될 수 있는가?",원본 답변 정보 없음,가처분 신청을 변경할 때 민사소송법의 청구 변경 제도를 적용하면 어떤 문제가 발생할 수 있나요?,4,민사,INTERMEDIATE,법리 해석,2010마279,대법원,2010-05-27,가처분이의,"민사집행법 제283조, 제286조, 제301조",0.0,1.0,0.0,0.0,0,0
difficulty_5_doc_8,"심리 범위를 발령된 보전처분 그 자체에 한정하는 것이 상당한 점 등에 비추어 본다면, 특별한 사정이 없는 한 가처분에 대한 이의절차에서 채권자가 신청 취지를 확장하거나 변경하는 것은 허용될 수 있는가?",원본 답변 정보 없음,가처분 이의절차에서 채권자가 신청 취지를 확장하거나 변경하는 것이 허용되지 않는 이유는 무엇인가요?,5,민사,ADVANCED,법리 해석,2010마279,대법원,2010-05-27,가처분이의,"민사집행법 제283조, 제286조, 제301조",0.06817112855469948,0.9318288714453005,0.0,0.0,0,0
difficulty_6_doc_8,"심리 범위를 발령된 보전처분 그 자체에 한정하는 것이 상당한 점 등에 비추어 본다면, 특별한 사정이 없는 한 가처분에 대한 이의절차에서 채권자가 신청 취지를 확장하거나 변경하는 것은 허용될 수 있는가?",원본 답변 정보 없음,가처분에 대한 이의절차에서 채권자가 신청 취지를 확장하거나 변경하는 것이 허용되지 않는 이유는 무엇인가요?,6,민사,ADVANCED,법리 해석,2010마279,대법원,2010-05-27,가처분이의,"민사집행법 제283조, 제286조, 제301조",0.0,1.0,0.0,0.0,0,0
difficulty_7_doc_8,"심리 범위를 발령된 보전처분 그 자체에 한정하는 것이 상당한 점 등에 비추어 본다면, 특별한 사정이 없는 한 가처분에 대한 이의절차에서 채권자가 신청 취지를 확장하거나 변경하는 것은 허용될 수 있는가?",원본 답변 정보 없음,가처분 신청을 변경할 때 어떤 점을 고려해야 하나요?,7,민사,INTERMEDIATE,법리 해석,2010마279,대법원,2010-05-27,가처분이의,"민사집행법 제283조, 제286조, 제301조",0.058031300837090474,0.9419686991629095,0.0,0.0,0,0
difficulty_8_doc_8,"심리 범위를 발령된 보전처분 그 자체에 한정하는 것이 상당한 점 등에 비추어 본다면, 특별한 사정이 없는 한 가처분에 대한 이의절차에서 채권자가 신청 취지를 확장하거나 변경하는 것은 허용될 수 있는가?",원본 답변 정보 없음,가처분에 대한 이의절차에서 채권자가 신청 내용을 바꿀 수 있을까요?,8,민사,INTRODUCTORY,사실관계 이해,2010마279,대법원,2010-05-27,가처분이의,"민사집행법 제283조, 제286조, 제301조",0.0,1.0,0.0,0.0,0,0
difficulty_9_doc_8,"심리 범위를 발령된 보전처분 그 자체에 한정하는 것이 상당한 점 등에 비추어 본다면, 특별한 사정이 없는 한 가처분에 대한 이의절차에서 채권자가 신청 취지를 확장하거나 변경하는 것은 허용될 수 있는가?",원본 답변 정보 없음,가처분이란 무엇인가요?,9,민사,INTRODUCTORY,사실관계 이해,2010마279,대법원,2010-05-27,가처분이의,"민사집행법 제283조, 제286조, 제301조",0.07205988463005274,0.9279401153699472,0.0,0.0,0,0
difficulty_10_doc_8,"심리 범위를 발령된 보전처분 그 자체에 한정하는 것이 상당한 점 등에 비추어 본다면, 특별한 사정이 없는 한 가처분에 대한 이의절차에서 채권자가 신청 취지를 확장하거나 변경하는 것은 허용될 수 있는가?",원본 답변 정보 없음,가처분이란 무엇인가요?,10,민사,INTRODUCTORY,사실관계 이해,2010마279,대법원,2010-05-27,가처분이의,"민사집행법 제283조, 제286조, 제301조",0.0,1.0,0.0,0.0,0,0
difficulty_1_doc_9,헤지(hedge)거래가 전체 구간에서 위험회피가 되지 않는다는 이유만으로 구조적으로 헤지에 부적합하다고 단정할 수 있는가?,원본 답변 정보 없음,"헤지 거래가 특정 구간에서만 위험회피가 되는 경우, 이를 구조적으로 부적합하다고 판단할 수 있는 법적 기준은 무엇인가?",1,민사,ADVANCED,법리 해석,2011다53683,대법원,2013-09-26,부당이득금,"[1] 민법 제104조 [2] 민법 제104조 [3] 민법 제104조 [4] 약관의 규제에 관한 법률 제2조 제1호, 제4조 [5] 약관의 규제에 관한 법률 제2조 제1호, 제4조 [6] 민법 제109조, 제110조 [7] 민법 제2조, 제750조 [8] 민법 제2조, 제750조",0.4309841501331742,0.5690158498668259,0.0,0.0,0,0
